id,name,This is the current 'specialisation_id' linked to this practice,This is the current specialisation 'name' linked to this 'specialisation_id',What specialisation_id should this practice be linked to?,What is the respective specailisation name/type of the 'specialisation_id' linked to this practice?,What is the respective Practice Type?,specialisation_id,name,specialisation_name
3201,SU Physio - Karl Bremer Hospital,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
3026,Boitumelo Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
525,Vryheid Hospital,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3583,Helderberg Hospital Orthopaedics OPD (weekdays 08:00 - 16:00),7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
3824,Berario Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3856,Eikenhof Prov Clinic family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3837,Vlakfontein Clinic family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3832,Windsor Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3804,Mitchells Plain CHC Physiotherapy  (weekdays 08:00 - 16:00),123,Physiotherapy,123,Physiotherapy,Specialist Department,,,
575,Red Cross Burns,3,Burns,3,Burns,Specialist Department,,,
599,Frere Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
3759,Mayibuye Clinic,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3761,Mpumelelo Clinic,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3825,Bosmont Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3892,Eighth Avenue Clinic Family medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3854,Eldorado Ext.9 Clinic family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3839,Thembelihle Clinic Family medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3936,Vula - testing Covid-19,185,Nasrec COVID 19 Quarantine and Isolation,169,Infectious Disease,Specialist Department,,,
1892,Kalafong Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
3815,Mitchells Plain CHC  Speech Therapy (weekdays 08:00 - 16:00),122,Speech Therapy,122,Speech Therapy,Specialist Department,,,
1219,Paarl Psychiatry,37,Psychiatry,37,Psychiatry,Specialist Department,,,
3585,Helderberg Hospital Rapid Assessment Clinic OPD (weekdays 08:00 - 16:00),161,Rapid Access Clinic,161,Rapid Access Clinic,Specialist Department,,,
4107,COVID-19 Intermediate Care (Mitchells Plain Field Hospital),158,02 Covid-19 referrals/admissions,169,Infectious Disease,Specialist Department,,,
3760,Mid-West Clinic,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3826,Claremont Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3864,Cosmo City Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3840,Mountain View Clinic family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3872,Siphumilile Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4131,Sub-District A facilitator,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4137,Sub-District G Facilitator,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
2528,Polokwane Hospital Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2557,The Cape Doctor,37,Psychiatry,37,Psychiatry,Specialist Department,,,
2569,Uitenhage Hospital Obstetrics,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
3275,Themba O&G,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2616,Bheki Mlangeni Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2639,RK Khan ENT,15,ENT,15,Otorhinolaryngology,Specialist Department,,,
3586,Helderberg Hospital General OPD (weekdays 08:00 - 16:00),16,Family Medicine,16,Family Medicine,Specialist Department,,,
4105,Mankweng Paediatric Surgery,39,Paediatric Surgery,39,Paediatric Surgery,Specialist Department,,,
1382,King Dinuzulu Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3755,Kaalfontein Ebony Park Clinic,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3865,Davidsonville Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3843,Lenasia S Civic Clinic family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3827,Parkhurst Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3874,Rosettenville Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3806,Mitchells Plain CHC Family Medicine,229,Family Medicine and Palliative Care,41,Palliative Care,Specialist Department,,,
4120,Michael Maponya Clinic Family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4123,Mofolo South Clinic Family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4132,Sub-District B Facilitator,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4134,Sub-District D Facilitator,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3762,OR Tambo Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4101,Tygerberg COVID-19 Admissions,158,02 Covid-19 referrals/admissions,169,Infectious Disease,Specialist Department,,,
2558,Mrs Kerry Meyer,125,Psychology,125,Psychology,Specialist Department,,,
527,Kalafong O&G,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
3940,Charlotte Maxeke Covid-19 testing weekdays (7am-7pm),158,02 Covid-19 referrals/admissions,169,Infectious Disease,Specialist Department,,,
3757,Halfway House Clinic,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3867,Florida Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3849,Imbalenhle Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3842,Lenasia Ext.10 Clinic family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3844,Lenasia South District Hospital Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
4121,Meadowlands Z2 Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4133,Sub-District C Facilitator,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3763,Rabie Ridge Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
1417,Grey's O&G (PMB),27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2111,02 ARV Advice & Approval (SAHCS),140,ARV Advice for Pharmacists,31,Pharmacology,Specialist Department,,,
67,Metro TB Health Centre,174,WC - TB,169,Infectious disease,Specialist Department,,,
3850,Freedom Park Clinic family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3868,Helderkruin Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3848,Kliptown Clinic family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3847,Lawley Ext.2 Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3845,Lenasia Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3829,Riverlea Major Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4139,Sol Plaatjies Clinic family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4065,Wentworth Hospital Family Medicine PHC Support,182,FM PHC Rotation,16,Family Medicine,Specialist Department,,,
3477,RO101 service evaluation,164,RO101 service evaluation,420,General,Other,,,
3846,Lawley Clinic family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3869,Princess Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3830,Sophiatown Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4122,Mandela Sisulu Clinic family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
1376,King Edward Psychiatry,37,Psychiatry,37,Psychiatry,Specialist Department,,,
3523,Cecilia Makiwane General Surgery,176,General Surgery and Burns,22,General Surgery,Specialist Department,,,
1172,Mapulaneng Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
3870,Esselen Clinic family clinic,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3855,Eldorado Ext.2 Clinic family Clinic,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3838,Thula Mntwana Clinic family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3831,Westbury Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
1630,"ESUT-TH, Enugu Nigeria",1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
401,MERC Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3835,Victoria Surgery OPD and GIT (Elective referrals only),173,Surgical Outpatient,22,General Surgery,Specialist Department,,,
411,Groote Schuur ENT,15,ENT,15,Otorhinolaryngology,Specialist Department,,,
3857,Barney Molokoane Clinic Family medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3882,Bellavista Clinic Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3852,Ennerdale Ext.8 Clinic,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3878,Glenanda Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3888,Petervale Clinic Family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3871,Rex Street Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3836,Weilers Farm Clinic Family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
2559,Dr Mkhululi Dlamini,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2531,HCW Counselling: Healthcare Workers Care Network,153,03 Health Worker Mental Health Support,125,Psychology,Specialist Department,,,
1223,Groote Schuur Psychiatry,37,Psychiatry,37,Psychiatry,Specialist Department,,,
3979,Freesia COVID Ward / Level 1,323,04 COVID BRACKENGATE/ MPH referrals/admissions,169,Infectious Disease,Specialist Department,,,
3310,Bertha Gxowa Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
738,Robert Sobukwe Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
446,Zithulele Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1776,Steve Biko Anaesthesia,128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
1757,Cecilia Makiwane Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
1761,Steve Biko Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
1760,Steve Biko General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
1753,Charlotte Maxeke Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
1738,Steve Biko Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
3883,Edenvale Hospital Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3863,Braamfischer Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3841,Lenasia ext2 Clinic family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3875,Malvern Clinic family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3884,Wendywood Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4135,Sub-District E facilitator,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
1862,Steve Biko Physiotherapy,123,Physiotherapy,123,Physiotherapy,Specialist Department,,,
1852,Steve Biko ENT,15,ENT,15,Otorhinolaryngology,Specialist Department,,,
2560,Dr Hock Choong Lai,84,Haematology,84,Haematology,Specialist Department,,,
3534,New Somerset Audiology (Mon-Fri 6:30-15:00),120,Audiology,120,Audiology,Specialist Department,,,
107,Tygerberg Dermatology (8am - 2pm),13,Dermatology,13,Dermatology,Specialist Department,,,
2642,Despina Forbes,125,Psychology,125,Psychology,Specialist Department,,,
2721,Mamelodi O&G,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2725,Stellenbosch Nutrition,121,Dietetics,121,Dietetics,Specialist Department,,,
2731,Eerste River Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
2703,Dis-Chem The Atrium Centre  Overport,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
2689,Dis-Chem Wonderboom,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
3426,George Hospital UCT students,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1902,1 Military Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
2492,HCW Counselling: Hotline for Medical Frontliners,153,03 Health Worker Mental Health Support,125,Psychology,Specialist Department,,,
3851,Ennerdale Ext.9 Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
3876,Kibler Park Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4145,Tygerberg Covid-19 High Care,158,02 Covid-19 referrals/admissions,169,Infectious Disease,Specialist Department,,,
1886,Steve Biko Obstetrics,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2267,Mayfair Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
4124,Moroka Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
1947,Steve Biko Nephrology,130,Nephrology,130,Nephrology,Specialist Department,,,
1966,Groote Schuur Psychology,125,Psychology,125,Psychology,Specialist Department,,,
1945,Foundations for Life,124,Occupational Therapy,124,Occupational Therapy,Specialist Department,,,
2536,King Edward Haematology,84,Haematology,84,Haematology,Specialist Department,,,
2611,Netcare Waterfall City Hospital Dermatology,13,Dermatology,13,Dermatology,Specialist Department,,,
2567,GJGM Orthopedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
2626,Temba TB Hospital,40,TB,169,Infectious disease,Specialist Department,,,
2649,King Edward VIII Physiotherapy,123,Physiotherapy,123,Physiotherapy,Specialist Department,,,
2603,Welcome Service HIV Support,12,HIV,169,Infectious Disease,Specialist Department,,,
2672,UKZN Physiotherapy,123,Physiotherapy,123,Physiotherapy,Specialist Department,,,
2711,COVID-19 Acute Care,158,02 Covid-19 referrals/admissions,169,Infectious Disease,Specialist Department,,,
2719,Red Cross Paediatric Rheumatology,157,Paediatric Rheumatology,157,Paediatric Rheumatology,Specialist Department,,,
728,CHBAH Emergency General Surgery,145,Emergency General Surgery,22,General Surgery,Specialist Department,,,
3893,Fourth Avenue Clinic Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3427,EMCN COVID Field Hospital,177,COVID-19 admissions,169,Infectious Disease,Specialist Department,,,
1912,Paarl Ophthalmology (Mon 8:00 - Fri 16:00),1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
622,Victoria Hospital Orthopaedics OPD (Elective referrals Only),172,Orthopaedic Outpatient,7,Orthopaedics,Specialist Department,,,
3879,Crown Gardens Clinic Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1777,Orange Farm Ext 7 family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
1205,Mitchells Plain Gastroscopy referrals,132,Gastroscopy,156,Gastroenterology,Specialist Department,,,
2057,Rahima Moosa paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
239,Tshwane District Hospital Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2069,Yekatit 12 Hospital Medical College Burns,3,Burns,3,Burns,Specialist Department,,,
2067,Uppsala University Burns,3,Burns,3,Burns,Specialist Department,,,
2070,Arba Minch General Hospital Burns,3,Burns,3,Burns,Specialist Department,,,
2008,Steve Biko Urology,143,Urology,143,Urology,Specialist Department,,,
2071,Bule Hora General Hospital Burns,3,Burns,3,Burns,Specialist Department,,,
2068,MCM General Hospital Burns,3,Burns,3,Burns,Specialist Department,,,
2110,Steve Biko Dietetics,121,Dietetics,121,Dietetics,Specialist Department,,,
2084,Nelson Mandela Paediatric ICU,34,Critical Care,34,Critical Care,Specialist Department,,,
2538,Frere Hospital Paediatric Surgery,39,Paediatric Surgery,39,Paediatric Surgery,Specialist Department,,,
3880,Crosby Clinic family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
2085,COSUP Soshanguve M17 (Dream Team Foundation),126,Social Work,126,Social Work,Specialist Department,,,
2108,Steve Biko Neurology,33,Neurology,33,Neurology,Specialist Department,,,
2114,MSF General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
2116,Steve Biko Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2079,Breede Valley Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2159,Witbank Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2086,COSUP - Soshanguve,126,Social Work,126,Social Work,Specialist Department,,,
3881,Bezvalley Clinic Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2124,Sedibeng DCST,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2141,ER24,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
2201,COSUP Tshwane - Support for Substance Users,126,Social Work,126,Social Work,Specialist Department,,,
2154,WDG Cellular & Immunotherapy Centre,84,Haematology,84,Haematology,Specialist Department,,,
2142,Dis-Chem The Pavilion Pharmacy Clinic,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
2131,Steve biko medical managers,144,Clinical Executive,420,General,Hospital,,,
2151,Dis-chem Pharmacy Soshanguve Crossing Mall,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
2156,Steve Biko Audiology,120,Audiology,120,Audiology,Specialist Department,,,
2161,Steve Biko Radiation Oncology,19,Oncology emergencies,19,Oncology,Specialist Department,,,
2163,Steve Biko Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
2206,Tshwane District Hospital Psychology,125,Psychology,125,Psychology,Specialist Department,,,
2203,Tygerberg Anaesthesiology (8am to 4pm only),128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
2204,Dr G Mukhari Paediatric Surgery,39,Paediatric Surgery,39,Paediatric Surgery,Specialist Department,,,
2208,Princess Marina Obs & Gynae,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2227,NICD Eastern Cape,147,ZZ NICD Covid-19 Helpline,169,Infectious Disease,Specialist Department,,,
2210,Kalafong Clinical Executives,144,Clinical Executive,420,General,Hospital,,,
2229,NICD Limpopo,147,ZZ NICD Covid-19 Helpline,169,Infectious Disease,Specialist Department,,,
2225,NICD Mpumalanga,147,ZZ NICD Covid-19 Helpline,169,Infectious Disease,Specialist Department,,,
2228,NICD Northern Cape,147,ZZ NICD Covid-19 Helpline,169,Infectious Disease,Specialist Department,,,
2226,NICD North West,147,ZZ NICD Covid-19 Helpline,169,Infectious Disease,Specialist Department,,,
2212,Thuthukani Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
2053,COSUP - Reliable House,126,Social Work,126,Social Work,Specialist Department,,,
1565,01 ICPA Hub: COVID Testing for Health Workers,168,01 COVID Testing for Health Workers,169,Infectious Disease,Specialist Department,,,
33,"Groote Schuur Ophthalmology (Vula referrals 08:00-16:00 ONLY, after hours please phone 0214049111)",1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
2063,Groote Schuur Allergology,138,Allergology and Immunology,138,Allergology and Immunology,Specialist Department,,,
2217,Health and Wellness Clinic for Women,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2218,Tygerberg Paeds OPD (non-urgent cases),28,Paediatrics,28,Paediatrics,Specialist Department,,,
2223,Albert Luthuli Neurology,33,Neurology,33,Neurology,Specialist Department,,,
1384,Prince Mshiyeni Psychiatry,37,Psychiatry,37,Psychiatry,Specialist Department,,,
2280,South Hills Clinic Family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
2262,Dr Minakshi Jivan Family Practice,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1386,Paarl ENT,15,ENT,15,Otorhinolaryngology,Specialist Department,,,
2300,Mediclinic Sandton O&G,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2301,Midland Hospital Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2296,UP Faculty of Health Sciences Helpline,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2324,Naledi Clinic family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
2334,Ke Nako Healthcare Services,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2365,NICD Gauteng,147,ZZ NICD Covid-19 Helpline,169,Infectious Disease,Specialist Department,,,
2364,AaBET Hospital,3,Burns,3,Burns,Specialist Department,,,
2378,Steve Biko Social Work,126,Social Work,126,Social Work,Specialist Department,,,
2385,Weskoppies Hospital,37,Psychiatry,37,Psychiatry,Specialist Department,,,
2330,Dr G Mukhari Haematology,84,Haematology,84,Haematology,Specialist Department,,,
2391,Dr NC Sigcu,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2425,Western Cape Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
2417,Dis-Chem Pharmacy Walmer Park,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
2402,Butterworth Hospital Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2400,Dis-Chem Watercrest,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
2403,Newcastle Hospital Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2404,Dora Nzinga Dietetics,121,Dietetics,121,Dietetics,Specialist Department,,,
2446,Helderberg Hospital Palliative Care (weekdays 08:00 - 16:00),41,Palliative Care,41,Palliative Care,Specialist Department,,,
2471,Port Shepstone General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
2419,Tygerberg Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
2421,Red Cross Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
2422,New Somerset Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
2427,George Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
2443,Lila Obstetrics and Gynaecology,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2444,Groote Schuur Urology,143,Urology,143,Urology,Specialist Department,,,
2285,Robert Sobukwe General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
2470,New Somerset Urology,143,Urology,143,Urology,Specialist Department,,,
2472,Medi-Clinic Milnerton Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
2477,Kalafong Urology,143,Urology,143,Urology,Specialist Department,,,
2478,Sri Lanka COVID Database,151,ZZ Drs on Call DB,169,Infectious Disease,Specialist Department,,,
2479,Netcare Cuyler Obstetrics/Gynaecology,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2486,Gracious Social Work Services,126,Social Work,126,Social Work,Specialist Department,,,
2563,Princess Marina Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2568,Uitenhage Hospital Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2497,Steve Biko Neonatology,154,Neonatology,154,Neonatology,Specialist Department,,,
2638,Mediclinic Vergelegen Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2498,Groote Schuur Neonatology,154,Neonatology,154,Neonatology,Specialist Department,,,
2493,HCW Counselling: syked.co.za,153,03 Health Worker Mental Health Support,125,Psychology,Specialist Department,,,
2510,Robert Sobukwe Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
1385,RK Khan Obstetrics & Gynaecology,375,RK Khans Obs & Gynae,27,Obstetrics / Gynaecology,Specialist Department,,,
2415,Groote Schuur Speech Therapy,326,Groote Schuur Speech Therapy,122,Speech Therapy,Specialist Department,,,
2289,Robert Sobukwe Neurosurgery,18,Neurosurgery,18,Neurosurgery,Specialist Department,,,
2222,COSUP - Hopeline,126,Social Work,126,Social Work,Specialist Department,,,
2286,Robert Sobukwe Dermatology,13,Dermatology,13,Dermatology,Specialist Department,,,
2514,Above Healing,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
2516,Empilisweni Hospital Physiotherapy,123,Physiotherapy,123,Physiotherapy,Specialist Department,,,
2518,Arwyp Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
2373,MSF Tshwane,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2519,Pholosong Hospital O&G,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
13,Good Shepherd Eye Clinic,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
1388,USAID Test,12,HIV,169,Infectious Disease,Specialist Department,,,
3106,Northern/Tygerberg Social Services,126,Social Work,126,Social Work,Specialist Department,,,
892,New Somerset Orthopaedics,372,New Somerset Orthopaedics,7,Orthopaedics,Specialist Department,,,
3226,Tygerberg Dietetics,121,Dietetics,121,Dietetics,Specialist Department,,,
957,Eersterus Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1129,Mamelodi Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
1147,Port Shepstone Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
3039,Rob Ferreira Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2733,Vredenburg Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
2734,Nelson Mandela Neonatal ICU,154,Neonatology,154,Neonatology,Specialist Department,,,
1264,Vincent Pallotti Psychiatry,37,Psychiatry,37,Psychiatry,Specialist Department,,,
742,Vincent Pallotti Ophthalmology,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
3131,Tygerberg Psychology,125,Psychology,125,Psychology,Specialist Department,,,
3177,Dr Harry Surtie Physiotherapy,123,Physiotherapy,123,Physiotherapy,Specialist Department,,,
3188,Letaba Hospital O&G,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
3198,SU Physio - Campus Health,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
823,Netcare Umhlanga Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
824,Netcare Pretoria East Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
845,Thelle Mogoerane Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
699,Lillian Ngoyi CHC family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
2737,Life St George Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
3042,Durdoc Occupational Therapy,124,Occupational Therapy,124,Occupational Therapy,Specialist Department,,,
3189,Greef L E,126,Social Work,126,Social Work,Specialist Department,,,
1104,Ngwelwzana Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
1131,Tygerberg Cardiology,4,Cardiology,4,Cardiology,Specialist Department,,,
1238,Universitas Paediatric,28,Paediatrics,28,Paediatrics,Specialist Department,,,
1150,Dr Van Biljon – Private Ophthal Stellenbosch,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
3058,Mercantile Hospital Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
